hour (h);irradiance (W/m^2)
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;41.66666667
8;83.33333333
9;141.6666667
10;194.4444444
11;133.3333333
12;175
13;258.3333333
14;230.5555556
15;163.8888889
16;102.7777778
17;30.55555556
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;25
8;63.88888889
9;119.4444444
10;272.2222222
11;411.1111111
12;422.2222222
13;413.8888889
14;402.7777778
15;272.2222222
16;130.5555556
17;88.88888889
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;33.33333333
8;91.66666667
9;63.88888889
10;113.8888889
11;158.3333333
12;263.8888889
13;355.5555556
14;350
15;333.3333333
16;161.1111111
17;41.66666667
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;36.11111111
8;133.3333333
9;302.7777778
10;244.4444444
11;361.1111111
12;227.7777778
13;191.6666667
14;222.2222222
15;219.4444444
16;163.8888889
17;94.44444444
18;8.333333333
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;30.55555556
8;47.22222222
9;108.3333333
10;177.7777778
11;266.6666667
12;247.2222222
13;169.4444444
14;125
15;150
16;188.8888889
17;66.66666667
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;58.33333333
9;86.11111111
10;169.4444444
11;155.5555556
12;244.4444444
13;311.1111111
14;180.5555556
15;197.2222222
16;75
17;22.22222222
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;8.333333333
7;97.22222222
8;241.6666667
9;350
10;425
11;413.8888889
12;366.6666667
13;325
14;375
15;166.6666667
16;69.44444444
17;41.66666667
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;83.33333333
8;244.4444444
9;391.6666667
10;500
11;558.3333333
12;547.2222222
13;566.6666667
14;483.3333333
15;369.4444444
16;222.2222222
17;47.22222222
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;91.66666667
8;247.2222222
9;375
10;494.4444444
11;561.1111111
12;572.2222222
13;550
14;477.7777778
15;355.5555556
16;230.5555556
17;91.66666667
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;72.22222222
8;241.6666667
9;361.1111111
10;480.5555556
11;538.8888889
12;550
13;547.2222222
14;469.4444444
15;361.1111111
16;216.6666667
17;77.77777778
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;77.77777778
8;230.5555556
9;369.4444444
10;477.7777778
11;577.7777778
12;575
13;561.1111111
14;422.2222222
15;333.3333333
16;213.8888889
17;72.22222222
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;72.22222222
8;219.4444444
9;358.3333333
10;469.4444444
11;538.8888889
12;558.3333333
13;530.5555556
14;455.5555556
15;336.1111111
16;202.7777778
17;61.11111111
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;86.11111111
8;208.3333333
9;319.4444444
10;408.3333333
11;425
12;330.5555556
13;311.1111111
14;327.7777778
15;227.7777778
16;197.2222222
17;66.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;72.22222222
8;180.5555556
9;291.6666667
10;391.6666667
11;477.7777778
12;500
13;483.3333333
14;447.2222222
15;272.2222222
16;116.6666667
17;33.33333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;158.3333333
9;222.2222222
10;330.5555556
11;269.4444444
12;250
13;205.5555556
14;352.7777778
15;200
16;77.77777778
17;33.33333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;66.66666667
9;258.3333333
10;313.8888889
11;483.3333333
12;397.2222222
13;155.5555556
14;205.5555556
15;255.5555556
16;88.88888889
17;16.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;33.33333333
8;105.5555556
9;241.6666667
10;300
11;152.7777778
12;302.7777778
13;291.6666667
14;177.7777778
15;69.44444444
16;50
17;38.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;52.77777778
8;191.6666667
9;325
10;419.4444444
11;472.2222222
12;452.7777778
13;261.1111111
14;169.4444444
15;119.4444444
16;61.11111111
17;16.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;61.11111111
9;125
10;186.1111111
11;241.6666667
12;288.8888889
13;263.8888889
14;155.5555556
15;72.22222222
16;30.55555556
17;13.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;27.77777778
8;88.88888889
9;194.4444444
10;208.3333333
11;222.2222222
12;172.2222222
13;144.4444444
14;230.5555556
15;88.88888889
16;25
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;88.88888889
8;219.4444444
9;322.2222222
10;411.1111111
11;302.7777778
12;366.6666667
13;411.1111111
14;247.2222222
15;161.1111111
16;138.8888889
17;13.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;13.88888889
9;22.22222222
10;36.11111111
11;25
12;38.88888889
13;58.33333333
14;50
15;25
16;11.11111111
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;72.22222222
9;100
10;363.8888889
11;352.7777778
12;394.4444444
13;222.2222222
14;208.3333333
15;188.8888889
16;44.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;11.11111111
10;19.44444444
11;33.33333333
12;30.55555556
13;33.33333333
14;25
15;27.77777778
16;16.66666667
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;13.88888889
9;50
10;52.77777778
11;38.88888889
12;47.22222222
13;44.44444444
14;36.11111111
15;30.55555556
16;25
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;25
8;102.7777778
9;122.2222222
10;147.2222222
11;141.6666667
12;44.44444444
13;147.2222222
14;77.77777778
15;58.33333333
16;19.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;94.44444444
9;219.4444444
10;325
11;380.5555556
12;266.6666667
13;175
14;116.6666667
15;69.44444444
16;25
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;88.88888889
9;180.5555556
10;225
11;375
12;358.3333333
13;319.4444444
14;261.1111111
15;161.1111111
16;83.33333333
17;8.333333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;8.333333333
8;38.88888889
9;80.55555556
10;122.2222222
11;127.7777778
12;113.8888889
13;161.1111111
14;72.22222222
15;44.44444444
16;33.33333333
17;8.333333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;27.77777778
8;91.66666667
9;208.3333333
10;227.7777778
11;297.2222222
12;380.5555556
13;272.2222222
14;191.6666667
15;75
16;19.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;8.333333333
8;58.33333333
9;161.1111111
10;200
11;302.7777778
12;341.6666667
13;336.1111111
14;250
15;102.7777778
16;55.55555556
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;11.11111111
8;66.66666667
9;100
10;111.1111111
11;133.3333333
12;194.4444444
13;183.3333333
14;150
15;77.77777778
16;36.11111111
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;122.2222222
9;219.4444444
10;300
11;383.3333333
12;375
13;352.7777778
14;266.6666667
15;119.4444444
16;69.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;22.22222222
9;150
10;211.1111111
11;169.4444444
12;219.4444444
13;208.3333333
14;233.3333333
15;133.3333333
16;33.33333333
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;119.4444444
9;261.1111111
10;336.1111111
11;397.2222222
12;408.3333333
13;380.5555556
14;294.4444444
15;169.4444444
16;69.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;22.22222222
9;47.22222222
10;77.77777778
11;94.44444444
12;102.7777778
13;111.1111111
14;72.22222222
15;36.11111111
16;11.11111111
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;8.333333333
8;83.33333333
9;177.7777778
10;200
11;230.5555556
12;250
13;352.7777778
14;272.2222222
15;183.3333333
16;66.66666667
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;13.88888889
9;50
10;113.8888889
11;211.1111111
12;294.4444444
13;141.6666667
14;188.8888889
15;136.1111111
16;25
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;27.77777778
9;61.11111111
10;200
11;222.2222222
12;255.5555556
13;136.1111111
14;136.1111111
15;44.44444444
16;25
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;97.22222222
9;177.7777778
10;208.3333333
11;202.7777778
12;202.7777778
13;227.7777778
14;200
15;127.7777778
16;47.22222222
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;91.66666667
9;197.2222222
10;308.3333333
11;352.7777778
12;380.5555556
13;291.6666667
14;122.2222222
15;158.3333333
16;50
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;58.33333333
9;108.3333333
10;127.7777778
11;188.8888889
12;241.6666667
13;177.7777778
14;130.5555556
15;58.33333333
16;22.22222222
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;16.66666667
9;72.22222222
10;77.77777778
11;91.66666667
12;91.66666667
13;75
14;55.55555556
15;38.88888889
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;16.66666667
9;38.88888889
10;66.66666667
11;72.22222222
12;72.22222222
13;52.77777778
14;58.33333333
15;27.77777778
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;33.33333333
9;152.7777778
10;138.8888889
11;130.5555556
12;19.44444444
13;55.55555556
14;44.44444444
15;61.11111111
16;25
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;13.88888889
9;13.88888889
10;41.66666667
11;47.22222222
12;88.88888889
13;130.5555556
14;75
15;144.4444444
16;33.33333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;36.11111111
9;94.44444444
10;91.66666667
11;119.4444444
12;41.66666667
13;44.44444444
14;13.88888889
15;13.88888889
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;22.22222222
9;77.77777778
10;100
11;94.44444444
12;80.55555556
13;55.55555556
14;22.22222222
15;36.11111111
16;13.88888889
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;27.77777778
9;58.33333333
10;111.1111111
11;69.44444444
12;77.77777778
13;72.22222222
14;61.11111111
15;102.7777778
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;22.22222222
9;69.44444444
10;141.6666667
11;222.2222222
12;244.4444444
13;241.6666667
14;158.3333333
15;58.33333333
16;13.88888889
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;44.44444444
9;152.7777778
10;230.5555556
11;297.2222222
12;294.4444444
13;236.1111111
14;105.5555556
15;69.44444444
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;61.11111111
10;147.2222222
11;169.4444444
12;288.8888889
13;300
14;225
15;113.8888889
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;55.55555556
9;147.2222222
10;236.1111111
11;225
12;169.4444444
13;122.2222222
14;86.11111111
15;63.88888889
16;11.11111111
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;25
10;30.55555556
11;27.77777778
12;36.11111111
13;52.77777778
14;30.55555556
15;11.11111111
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;38.88888889
9;125
10;211.1111111
11;286.1111111
12;283.3333333
13;97.22222222
14;205.5555556
15;111.1111111
16;13.88888889
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;11.11111111
9;41.66666667
10;58.33333333
11;52.77777778
12;38.88888889
13;38.88888889
14;30.55555556
15;36.11111111
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;30.55555556
9;83.33333333
10;216.6666667
11;294.4444444
12;302.7777778
13;263.8888889
14;172.2222222
15;83.33333333
16;22.22222222
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;33.33333333
10;69.44444444
11;108.3333333
12;105.5555556
13;91.66666667
14;69.44444444
15;30.55555556
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;11.11111111
9;36.11111111
10;61.11111111
11;58.33333333
12;47.22222222
13;38.88888889
14;33.33333333
15;25
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;11.11111111
9;33.33333333
10;58.33333333
11;86.11111111
12;61.11111111
13;47.22222222
14;41.66666667
15;22.22222222
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;36.11111111
10;80.55555556
11;127.7777778
12;150
13;133.3333333
14;55.55555556
15;52.77777778
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;19.44444444
9;100
10;200
11;202.7777778
12;83.33333333
13;66.66666667
14;58.33333333
15;27.77777778
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;41.66666667
10;86.11111111
11;177.7777778
12;277.7777778
13;138.8888889
14;122.2222222
15;75
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;11.11111111
9;22.22222222
10;47.22222222
11;75
12;86.11111111
13;86.11111111
14;38.88888889
15;25
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;33.33333333
10;83.33333333
11;113.8888889
12;130.5555556
13;177.7777778
14;111.1111111
15;50
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;47.22222222
10;94.44444444
11;108.3333333
12;144.4444444
13;111.1111111
14;75
15;36.11111111
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;75
10;133.3333333
11;230.5555556
12;200
13;113.8888889
14;94.44444444
15;58.33333333
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;38.88888889
10;122.2222222
11;83.33333333
12;130.5555556
13;86.11111111
14;77.77777778
15;38.88888889
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;44.44444444
10;88.88888889
11;108.3333333
12;125
13;72.22222222
14;36.11111111
15;19.44444444
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;22.22222222
10;30.55555556
11;77.77777778
12;91.66666667
13;69.44444444
14;83.33333333
15;36.11111111
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;13.88888889
10;30.55555556
11;33.33333333
12;19.44444444
13;22.22222222
14;36.11111111
15;22.22222222
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;55.55555556
10;75
11;163.8888889
12;250
13;116.6666667
14;58.33333333
15;27.77777778
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;83.33333333
10;161.1111111
11;194.4444444
12;91.66666667
13;55.55555556
14;30.55555556
15;27.77777778
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;44.44444444
10;111.1111111
11;191.6666667
12;230.5555556
13;169.4444444
14;108.3333333
15;52.77777778
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;63.88888889
10;133.3333333
11;175
12;205.5555556
13;208.3333333
14;172.2222222
15;72.22222222
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;25
10;55.55555556
11;61.11111111
12;36.11111111
13;25
14;19.44444444
15;11.11111111
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;33.33333333
10;55.55555556
11;50
12;27.77777778
13;11.11111111
14;5.555555556
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;33.33333333
10;72.22222222
11;141.6666667
12;122.2222222
13;94.44444444
14;63.88888889
15;25
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;16.66666667
10;44.44444444
11;50
12;80.55555556
13;91.66666667
14;55.55555556
15;19.44444444
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;5.555555556
9;19.44444444
10;55.55555556
11;138.8888889
12;125
13;88.88888889
14;38.88888889
15;19.44444444
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;27.77777778
10;111.1111111
11;122.2222222
12;113.8888889
13;152.7777778
14;97.22222222
15;36.11111111
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;75
10;147.2222222
11;197.2222222
12;225
13;205.5555556
14;144.4444444
15;61.11111111
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;75
10;163.8888889
11;197.2222222
12;227.7777778
13;122.2222222
14;75
15;27.77777778
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;33.33333333
10;133.3333333
11;194.4444444
12;211.1111111
13;211.1111111
14;133.3333333
15;47.22222222
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;27.77777778
10;58.33333333
11;80.55555556
12;141.6666667
13;161.1111111
14;125
15;52.77777778
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;22.22222222
10;86.11111111
11;88.88888889
12;88.88888889
13;111.1111111
14;133.3333333
15;63.88888889
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;16.66666667
10;66.66666667
11;113.8888889
12;77.77777778
13;66.66666667
14;52.77777778
15;19.44444444
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;33.33333333
10;88.88888889
11;111.1111111
12;191.6666667
13;169.4444444
14;105.5555556
15;47.22222222
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;2.777777778
10;16.66666667
11;36.11111111
12;30.55555556
13;55.55555556
14;47.22222222
15;19.44444444
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;13.88888889
10;33.33333333
11;83.33333333
12;97.22222222
13;102.7777778
14;86.11111111
15;72.22222222
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;16.66666667
10;77.77777778
11;50
12;91.66666667
13;183.3333333
14;138.8888889
15;55.55555556
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;44.44444444
10;125
11;177.7777778
12;208.3333333
13;191.6666667
14;136.1111111
15;58.33333333
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;8.333333333
10;22.22222222
11;38.88888889
12;25
13;25
14;19.44444444
15;8.333333333
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;8.333333333
10;38.88888889
11;55.55555556
12;141.6666667
13;66.66666667
14;25
15;22.22222222
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;36.11111111
10;80.55555556
11;161.1111111
12;144.4444444
13;125
14;33.33333333
15;19.44444444
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;2.777777778
10;8.333333333
11;19.44444444
12;27.77777778
13;22.22222222
14;11.11111111
15;5.555555556
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;19.44444444
10;125
11;130.5555556
12;161.1111111
13;130.5555556
14;100
15;44.44444444
16;5.555555556
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;13.88888889
10;41.66666667
11;86.11111111
12;91.66666667
13;105.5555556
14;66.66666667
15;38.88888889
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;5.555555556
10;11.11111111
11;16.66666667
12;22.22222222
13;30.55555556
14;11.11111111
15;5.555555556
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;16.66666667
10;63.88888889
11;158.3333333
12;147.2222222
13;158.3333333
14;147.2222222
15;61.11111111
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;47.22222222
10;150
11;188.8888889
12;205.5555556
13;163.8888889
14;41.66666667
15;66.66666667
16;8.333333333
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;2.777777778
9;52.77777778
10;100
11;158.3333333
12;150
13;130.5555556
14;55.55555556
15;22.22222222
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;33.33333333
10;63.88888889
11;75
12;150
13;102.7777778
14;86.11111111
15;33.33333333
16;2.777777778
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
